sample_id,release,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,basecaller,basecaller_version,study,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,mm_tag,primrose_filename,mm_review,mm_remove,lima_version,lima_float_version
NA19035,3,bam,m84203_240506_200754_s2.hifi_reads.bc1009.bam,s3://human-pangenomics/working/HPRC/NA19035/raw_data/PacBio_HiFi/m84203_240506_200754_s2.hifi_reads.bc1009.bam,unaligned reads,RU_Y5,25.31,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4974798,83518769762,83.52,16788,51,57579,14180,17756,21778,12810,16050,19888,0.510424,TRUE,TRUE,TRUE,FALSE,,
NA19036,2,bam,m84091_230724_152950_s1.hifi_reads.bc1022.bam,s3://human-pangenomics/working/HPRC/NA19036/raw_data/PacBio_HiFi/m84091_230724_152950_s1.hifi_reads.bc1022.bam,unaligned reads,RU_Y4,32.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405780,PRJNA701308,SAMN41021642,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19036_PB1_m84091_230724_152950_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,5655541,100139779782,100.14,17706,71,53891,15488,17695,20781,15053,16960,19764,0.531641,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA19036,2,bam,m84091_230718_161058_s2.hifi_reads.bc1022.bam,s3://human-pangenomics/working/HPRC/NA19036/raw_data/PacBio_HiFi/m84091_230718_161058_s2.hifi_reads.bc1022.bam,unaligned reads,RU_Y4,32,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405781,PRJNA701308,SAMN41021642,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19036_PB1_m84091_230718_161058_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,5611450,99306434215,99.31,17697,74,56042,15476,17676,20775,15044,16944,19750,0.519188,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA19042,3,bam,m84091_240308_205633_s1.hifi_reads.bc1022.bam,s3://human-pangenomics/working/HPRC/NA19042/raw_data/PacBio_HiFi/m84091_240308_205633_s1.hifi_reads.bc1022.bam,unaligned reads,RU_Y4,18.37,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405758,PRJNA701308,SAMN41021701,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19042_PB1_m84091_240308_205633_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,3096650,60615596022,60.62,19574,104,54725,16683,20488,25062,15313,18745,23017,0.53485,TRUE,,,,,
NA19042,3,bam,m84091_240308_202615_s4.hifi_reads.bc1022.bam,s3://human-pangenomics/working/HPRC/NA19042/raw_data/PacBio_HiFi/m84091_240308_202615_s4.hifi_reads.bc1022.bam,unaligned reads,RU_Y4,18.62,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405759,PRJNA701308,SAMN41021701,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19042_PB1_m84091_240308_202615_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,3192672,61435006452,61.44,19242,103,52948,16368,20090,24633,15049,18376,22578,0.521355,TRUE,,,,,
NA19042,3,bam,m84091_240221_202725_s4.hifi_reads.bc1022.bam,s3://human-pangenomics/working/HPRC/NA19042/raw_data/PacBio_HiFi/m84091_240221_202725_s4.hifi_reads.bc1022.bam,unaligned reads,RU_Y4,19.84,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405760,PRJNA701308,SAMN41021701,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19042_PB1_m84091_240221_202725_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,3329518,65471433956,65.47,19663,99,61590,16758,20587,25172,15372,18829,23120,0.51995,TRUE,,,,,
NA19043,2,bam,m84046_230712_000908_s4.hifi_reads.bc2061.bam,s3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m84046_230712_000908_s4.hifi_reads.bc2061.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,3.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483133,PRJNA701308,SAMN33758799,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG19043.HFSS_m84046_230712_000908_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,469037,9568200153,9.57,20399,703,52679,17843,20581,24187,17194,19625,22917,0.656272,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA19043,2,bam,m84046_230519_231055_s2.hifi_reads.bc2061.bam,s3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m84046_230519_231055_s2.hifi_reads.bc2061.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483132,PRJNA701308,SAMN33758799,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG19043.HFSS_m84046_230519_231055_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1361729,27852231438,27.85,20453,208,53274,17898,20663,24260,17235,19694,23011,0.551845,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA19055,3,bam,m84081_240204_114736_s4.hifi_reads.bc2042.bam,s3://human-pangenomics/working/HPRC/NA19055/raw_data/PacBio_HiFi/m84081_240204_114736_s4.hifi_reads.bc2042.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,45.08,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,6932303,148753206956,148.75,21457,70,72502,18839,21448,25155,18302,20574,23909,0.476976,TRUE,,,,,
NA19055,3,bam,m84081_240204_094707_s3.hifi_reads.bc2042.bam,s3://human-pangenomics/working/HPRC/NA19055/raw_data/PacBio_HiFi/m84081_240204_094707_s3.hifi_reads.bc2042.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,41.35,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,6403900,136451032624,136.45,21307,113,70619,18737,21274,24914,18218,20432,23691,0.464082,TRUE,,,,,
NA19063,3,bam,m84081_240513_220420_s4.hifi_reads.bc2039.bam,s3://human-pangenomics/working/HPRC/NA19063/raw_data/PacBio_HiFi/m84081_240513_220420_s4.hifi_reads.bc2039.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,37.85,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,6362075,124916799574,124.92,19634,91,66465,17470,19619,22588,17080,18973,21734,0.454564,TRUE,,,,,
NA19063,3,bam,m84081_240514_000351_s1.hifi_reads.bc2039.bam,s3://human-pangenomics/working/HPRC/NA19063/raw_data/PacBio_HiFi/m84081_240514_000351_s1.hifi_reads.bc2039.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,39.93,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,6711587,131767766551,131.77,19632,84,74120,17472,19615,22578,17080,18973,21728,0.447594,TRUE,,,,,
NA19079,3,bam,m84081_240405_212207_s2.hifi_reads.bc2080.bam,s3://human-pangenomics/working/HPRC/NA19079/raw_data/PacBio_HiFi/m84081_240405_212207_s2.hifi_reads.bc2080.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,29.09,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,4906003,96004627274,96,19568,65,70148,17252,19674,22969,16727,18881,21907,0.52457,TRUE,,,,,
NA19079,3,bam,m84081_240405_192241_s1.hifi_reads.bc2080.bam,s3://human-pangenomics/working/HPRC/NA19079/raw_data/PacBio_HiFi/m84081_240405_192241_s1.hifi_reads.bc2080.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,34.03,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,5723979,112311682989,112.31,19621,84,71601,17301,19734,23020,16773,18938,21966,0.476665,TRUE,,,,,
NA19087,2,bam,m84091_231120_185935_s2.hifi_reads.bc1016.bam,s3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_HiFi/m84091_231120_185935_s2.hifi_reads.bc1016.bam,unaligned reads,RU_Y3_topoff_redo,18.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30336753,PRJNA701308,SAMN37797087,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19087_PB2_m84091_231120_185935_s2.hifi_reads.bc1016.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2844047,58221913081,58.22,20471,147,59674,17540,21029,25338,16450,19599,23547,0.557573,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA19099,3,bam,m84081_231124_031433_s4.hifi_reads.bc2066.bam,s3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231124_031433_s4.hifi_reads.bc2066.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,10.00,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29396867,PRJNA701308,SAMN41021682,sequencing of 20 kb fractionated,,tgraves@wustl.edu,Washington University,NA19099_lib1_m84081_231124_031433_s4_m84081_231124_031433_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,Revio P1,Revio C1,1639967,32997796125,33,20121,159,58771,17785,20050,23188,17362,19344,22214,0.588451,TRUE,,,,,
NA19099,3,bam,m84081_231122_210358_s4.hifi_reads.bc2066.bam,s3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2066.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,9.05,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29396865,PRJNA701308,SAMN41021682,sequencing of 20 kb fractionated,,tgraves@wustl.edu,Washington University,NA19099_lib1_m84081_231122_210358_s4_m84081_231122_210358_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,Revio P1,Revio C1,1479407,29875159090,29.88,20194,109,67431,17827,20119,23306,17394,19399,22303,0.577059,TRUE,,,,,
NA19099,3,bam,m84081_231029_013437_s1.hifi_reads.bc2066.bam,s3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231029_013437_s1.hifi_reads.bc2066.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,20.43,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29396864,PRJNA701308,SAMN41021682,sequencing of 20 kb fractionated,,tgraves@wustl.edu,Washington University,NA19099_lib1_m84081_231029_013437_s1_m84081_231029_013437_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,Revio P1,Revio C1,3335768,67429698005,67.43,20214,88,64507,17859,20167,23322,17421,19447,22342,0.558055,TRUE,,,,,
NA19099,3,bam,m84081_231027_192451_s1.hifi_reads.bc2066.bam,s3://human-pangenomics/working/HPRC/NA19099/raw_data/PacBio_HiFi/m84081_231027_192451_s1.hifi_reads.bc2066.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,21.64,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29396863,PRJNA701308,SAMN41021682,sequencing of 20 kb fractionated,,tgraves@wustl.edu,Washington University,NA19099_lib1_m84081_231027_192451_s1_m84081_231027_192451_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,Revio P1,Revio C1,3571017,71420056983,71.42,19999,134,68354,17716,19923,23009,17304,19241,22055,0.546907,TRUE,,,,,
NA19118,3,bam,m84203_240607_183113_s3.hifi_reads.bc1015.bam,s3://human-pangenomics/working/HPRC/NA19118/raw_data/PacBio_HiFi/m84203_240607_183113_s3.hifi_reads.bc1015.bam,unaligned reads,RU_Y5,6.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1165780,21464524476,21.46,18412,472,65306,15320,19716,24909,13531,17344,22191,0.603797,TRUE,TRUE,TRUE,FALSE,,
NA19118,3,bam,m84091_240604_154600_s4.hifi_reads.bc1015.bam,s3://human-pangenomics/working/HPRC/NA19118/raw_data/PacBio_HiFi/m84091_240604_154600_s4.hifi_reads.bc1015.bam,unaligned reads,RU_Y5,31.78,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4947228,104883964311,104.88,21200,121,66995,17978,21522,26153,17052,20065,24251,0.540271,TRUE,TRUE,TRUE,FALSE,,
NA19118,3,bam,m84203_240530_190303_s4.hifi_reads.bc1015.bam,s3://human-pangenomics/working/HPRC/NA19118/raw_data/PacBio_HiFi/m84203_240530_190303_s4.hifi_reads.bc1015.bam,unaligned reads,RU_Y5,19.69,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Rockefeller University,vgl-lab@rockefeller.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3002992,64993822702,64.99,21643,127,69210,18338,22092,26866,17316,20526,24902,0.538666,TRUE,TRUE,TRUE,FALSE,,
NA19120,3,bam,m84081_230511_183900_s4.hifi_reads.bc2003.bam,s3://human-pangenomics/working/HPRC/NA19120/raw_data/PacBio_HiFi/m84081_230511_183900_s4.hifi_reads.bc2003.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,33.46,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29396869,PRJNA701308,SAMN37797088,sequencing of 20 kb fractionated,,tgraves@wustl.edu,Washington University,NA19120_lib1_m84081_230511_183900_s4_m84081_230511_183900_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,Revio P1,Revio C1,6239650,110418103547,110.42,17696,104,52931,15681,17843,20250,15317,17177,19632,0.520857,TRUE,,,,,
NA19120,3,bam,m84081_230508_200546_s2.hifi_reads.bc2003.bam,s3://human-pangenomics/working/HPRC/NA19120/raw_data/PacBio_HiFi/m84081_230508_200546_s2.hifi_reads.bc2003.bam,unaligned reads,WUSTL_HPRC_HiFi_Year4,32.76,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29396868,PRJNA701308,SAMN37797088,sequencing of 20 kb fractionated,,tgraves@wustl.edu,Washington University,NA19120_lib1_m84081_230508_200546_s2_m84081_230508_200546_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,Revio P1,Revio C1,6044757,108117696397,108.12,17886,141,55134,15850,18107,20460,15453,17439,19846,0.489888,TRUE,,,,,
NA19131,3,bam,m84091_230817_153352_s4.hifi_reads.bc1015.bam,s3://human-pangenomics/working/HPRC/NA19131/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1015.bam,unaligned reads,RU_Y4,5.46,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405777,PRJNA701308,SAMN41021680,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19131_PB1_m84091_230817_153352_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,897397,18028708953,18.03,20090,375,52957,17570,20107,23620,17010,19238,22376,0.623554,TRUE,,,,,
NA19131,3,bam,m84091_230731_143545_s4.hifi_reads.bc1015.bam,s3://human-pangenomics/working/HPRC/NA19131/raw_data/PacBio_HiFi/m84091_230731_143545_s4.hifi_reads.bc1015.bam,unaligned reads,RU_Y4,22.31,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405778,PRJNA701308,SAMN41021680,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19131_PB1_m84091_230731_143545_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,3572878,73614424293,73.61,20603,255,57669,17920,20683,24467,17281,19706,23082,0.550773,TRUE,,,,,
NA19131,3,bam,m84091_230725_171249_s4.hifi_reads.bc1015.bam,s3://human-pangenomics/working/HPRC/NA19131/raw_data/PacBio_HiFi/m84091_230725_171249_s4.hifi_reads.bc1015.bam,unaligned reads,RU_Y4,32.71,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405779,PRJNA701308,SAMN41021680,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19131_PB1_m84091_230725_171249_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,5217376,107950313295,107.95,20690,66,63090,17956,20781,24644,17305,19769,23236,0.533911,TRUE,,,,,
NA19159,2,bam,m64334e_220907_175418.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/primrose/m64334e_220907_175418.5mc.hifi_reads.bam,unaligned reads,RU_Y3,15.1,,,,6.0.0,ccs,6.0.0,SRP305758,SRR30151953,PRJNA701308,SAMN37797089,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19159_PB1_m64334e_220907_175418_m64334e_220907_175418,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1968924,46798237500,46.8,23768,250,51316,20178,24160,29330,19119,22514,27187,,TRUE,,FALSE,FALSE,,
NA19159,2,bam,m84091_230817_150246_s3.hifi_reads.bc1015.bam,s3://human-pangenomics/working/HPRC/NA19159/raw_data/PacBio_HiFi/m84091_230817_150246_s3.hifi_reads.bc1015.bam,unaligned reads,RU_Y3_topoff_redo,7.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30336724,PRJNA701308,SAMN37797089,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19159_PB1_m84091_230817_150246_s3.hifi_reads.bc1015.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1065226,23688286583,23.69,22237,176,63442,18976,22358,27020,18178,20997,25135,0.609786,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA19175,3,bam,m84091_230703_162202_s1.hifi_reads.bc1001.bam,s3://human-pangenomics/working/HPRC/NA19175/raw_data/PacBio_HiFi/m84091_230703_162202_s1.hifi_reads.bc1001.bam,unaligned reads,RU_Y4,30.28,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405775,PRJNA701308,SAMN41021614,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19175_PB1_m84091_230703_162202_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,5375516,99934802464,99.93,18590,89,58473,15949,18550,22189,15406,17576,20814,0.539121,TRUE,,,,,
NA19175,3,bam,m84091_230629_173950_s1.hifi_reads.bc1001.bam,s3://human-pangenomics/working/HPRC/NA19175/raw_data/PacBio_HiFi/m84091_230629_173950_s1.hifi_reads.bc1001.bam,unaligned reads,RU_Y4,31.92,,,,7.0.0,revio_deepconsensus,,SRP305758,SRR29405776,PRJNA701308,SAMN41021614,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19175_PB1_m84091_230629_173950_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,Revio P1,Revio C1,5576589,105324853613,105.32,18886,98,56686,16141,18884,22668,15551,17839,21210,0.506207,TRUE,,,,,
NA19185,2,bam,m84091_231120_182829_s1.hifi_reads.bc1017.bam,s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/m84091_231120_182829_s1.hifi_reads.bc1017.bam,unaligned reads,RU_Y3_topoff_redo,8.8,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30336750,PRJNA701308,SAMN37797090,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,NA19185_PB2_m84091_231120_182829_s1.hifi_reads.bc1017.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1382900,27128033641,27.13,19616,162,64094,17105,19663,23107,16543,18780,21892,0.589356,TRUE,,TRUE,FALSE,2.7.1,2.0701
NA19190,3,bam,m84046_230913_204538_s3.hifi_reads.bc2035.bam,s3://human-pangenomics/working/HPRC/NA19190/raw_data/PacBio_HiFi/m84046_230913_204538_s3.hifi_reads.bc2035.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,34.02,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483264,PRJNA701308,SAMN41021688,HiFi sequencing of 24kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG19190.HFSS_m84046_230913_204538_s3,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,5459074,112259504727,112.26,20563,122,65090,18034,20697,24253,17426,19786,23023,0.502884,TRUE,,,,,
NA19190,3,bam,m84046_230909_231800_s4.hifi_reads.bc2035.bam,s3://human-pangenomics/working/HPRC/NA19190/raw_data/PacBio_HiFi/m84046_230909_231800_s4.hifi_reads.bc2035.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,33.00,,,,v7.0.0,revio_deepconsensus,,SRP305758,SRR29483258,PRJNA701308,SAMN41021688,HiFi sequencing of 24kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG19190.HFSS_m84046_230909_231800_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,Pippin HT,PACBIO_SMRT,Revio,P1,C1,5285173,108911448346,108.91,20606,118,73514,18062,20748,24325,17453,19823,23101,0.502003,TRUE,,,,,
NA19307,3,bam,m84081_240219_204639_s2.hifi_reads.bc2047.bam,s3://human-pangenomics/working/HPRC/NA19307/raw_data/PacBio_HiFi/m84081_240219_204639_s2.hifi_reads.bc2047.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,7.91,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1148028,26086876325,26.09,22723,103,69431,19664,22969,27357,18847,21724,25691,0.617925,TRUE,,,,,
NA19307,3,bam,m84081_240221_103730_s4.hifi_reads.bc2047.bam,s3://human-pangenomics/working/HPRC/NA19307/raw_data/PacBio_HiFi/m84081_240221_103730_s4.hifi_reads.bc2047.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,8.2,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1172414,27056822316,27.06,23077,133,74782,19970,23393,27839,19095,22104,26162,0.611041,TRUE,,,,,
NA19307,3,bam,m84081_240221_063842_s2.hifi_reads.bc2047.bam,s3://human-pangenomics/working/HPRC/NA19307/raw_data/PacBio_HiFi/m84081_240221_063842_s2.hifi_reads.bc2047.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,8.06,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1163881,26603439068,26.6,22857,97,71291,19768,23141,27609,18910,21858,25892,0.604745,TRUE,,,,,
NA19307,3,bam,m84081_240221_083804_s3.hifi_reads.bc2047.bam,s3://human-pangenomics/working/HPRC/NA19307/raw_data/PacBio_HiFi/m84081_240221_083804_s3.hifi_reads.bc2047.bam,unaligned reads,WUSTL_HPRC_HiFi_Y5,8.27,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,Washington University,tgraves@wustl.edu,,WGS,GENOMIC,size fractionation,single,Megaruptor 1,Sage PippinHT,PACBIO_SMRT,Revio,C1,P1,1183825,27302142438,27.3,23062,73,71055,19952,23381,27840,19080,22080,26152,0.596229,TRUE,,,,,
